"example_id","pair_id","topic","split","topic_split","template_partition","frame","factuality","template_family","instruction_template_id","question_variant","context","question","answer_format","forced_answer","factual_answer","source_note","review_status"
"D_T07_036","T07","Zoology_Penguins","validation","validation","development","roleplay","factual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_037","T07","Zoology_Penguins","validation","validation","development","normal","nonfactual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_038","T07","Zoology_Penguins","validation","validation","development","normal","factual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_039","T07","Zoology_Penguins","validation","validation","development","roleplay","nonfactual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_040","T07","Zoology_Penguins","validation","validation","development","roleplay","factual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_041","T07","Zoology_Penguins","validation","validation","development","normal","nonfactual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_042","T07","Zoology_Penguins","validation","validation","development","normal","factual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_043","T07","Zoology_Penguins","validation","validation","development","roleplay","nonfactual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_044","T07","Zoology_Penguins","validation","validation","development","roleplay","factual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_045","T07","Zoology_Penguins","validation","validation","heldout_wording","normal","nonfactual","F06","N06","false_form","Two speakers are taking turns during a communication exercise. You are an observer answering from your usual real-world perspective.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_046","T07","Zoology_Penguins","validation","validation","heldout_wording","normal","factual","F06","N06","false_form","Two speakers are taking turns during a communication exercise. You are an observer answering from your usual real-world perspective.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_047","T07","Zoology_Penguins","validation","validation","heldout_wording","roleplay","nonfactual","F06","R06","false_form","Two speakers are taking turns during a communication exercise. You are one of the people taking part and must answer from that person's perspective.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_048","T07","Zoology_Penguins","validation","validation","heldout_wording","roleplay","factual","F06","R06","false_form","Two speakers are taking turns during a communication exercise. You are one of the people taking part and must answer from that person's perspective.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T08_001","T08","Literature","test","test","development","normal","factual","F01","N01","true_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_002","T08","Literature","test","test","development","normal","nonfactual","F01","N01","true_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_003","T08","Literature","test","test","development","roleplay","factual","F01","R01","true_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_004","T08","Literature","test","test","development","roleplay","nonfactual","F01","R01","true_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_005","T08","Literature","test","test","development","normal","factual","F02","N02","true_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_006","T08","Literature","test","test","development","normal","nonfactual","F02","N02","true_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_007","T08","Literature","test","test","development","roleplay","factual","F02","R02","true_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_008","T08","Literature","test","test","development","roleplay","nonfactual","F02","R02","true_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_009","T08","Literature","test","test","development","normal","factual","F03","N03","true_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_010","T08","Literature","test","test","development","normal","nonfactual","F03","N03","true_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_011","T08","Literature","test","test","development","roleplay","factual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_012","T08","Literature","test","test","development","roleplay","nonfactual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_013","T08","Literature","test","test","development","normal","factual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_014","T08","Literature","test","test","development","normal","nonfactual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_015","T08","Literature","test","test","development","roleplay","factual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_016","T08","Literature","test","test","development","roleplay","nonfactual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_017","T08","Literature","test","test","development","normal","factual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_018","T08","Literature","test","test","development","normal","nonfactual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_019","T08","Literature","test","test","development","roleplay","factual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_020","T08","Literature","test","test","development","roleplay","nonfactual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_021","T08","Literature","test","test","heldout_wording","normal","factual","F06","N06","true_form","A brief interview scene is about to begin. You are an observer answering from your usual real-world perspective.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_022","T08","Literature","test","test","heldout_wording","normal","nonfactual","F06","N06","true_form","A brief interview scene is about to begin. You are an observer answering from your usual real-world perspective.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_023","T08","Literature","test","test","heldout_wording","roleplay","factual","F06","R06","true_form","A brief interview scene is about to begin. You are one of the people taking part and must answer from that person's perspective.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_024","T08","Literature","test","test","heldout_wording","roleplay","nonfactual","F06","R06","true_form","A brief interview scene is about to begin. You are one of the people taking part and must answer from that person's perspective.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_025","T08","Literature","test","test","development","normal","nonfactual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_026","T08","Literature","test","test","development","normal","factual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_027","T08","Literature","test","test","development","roleplay","nonfactual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_028","T08","Literature","test","test","development","roleplay","factual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_029","T08","Literature","test","test","development","normal","nonfactual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_030","T08","Literature","test","test","development","normal","factual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_031","T08","Literature","test","test","development","roleplay","nonfactual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_032","T08","Literature","test","test","development","roleplay","factual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_033","T08","Literature","test","test","development","normal","nonfactual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_034","T08","Literature","test","test","development","normal","factual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_035","T08","Literature","test","test","development","roleplay","nonfactual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_036","T08","Literature","test","test","development","roleplay","factual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_037","T08","Literature","test","test","development","normal","nonfactual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_038","T08","Literature","test","test","development","normal","factual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_039","T08","Literature","test","test","development","roleplay","nonfactual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_040","T08","Literature","test","test","development","roleplay","factual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_041","T08","Literature","test","test","development","normal","nonfactual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_042","T08","Literature","test","test","development","normal","factual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_043","T08","Literature","test","test","development","roleplay","nonfactual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_044","T08","Literature","test","test","development","roleplay","factual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_045","T08","Literature","test","test","heldout_wording","normal","nonfactual","F06","N06","false_form","A brief interview scene is about to begin. You are an observer answering from your usual real-world perspective.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_046","T08","Literature","test","test","heldout_wording","normal","factual","F06","N06","false_form","A brief interview scene is about to begin. You are an observer answering from your usual real-world perspective.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_047","T08","Literature","test","test","heldout_wording","roleplay","nonfactual","F06","R06","false_form","A brief interview scene is about to begin. You are one of the people taking part and must answer from that person's perspective.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T08_048","T08","Literature","test","test","heldout_wording","roleplay","factual","F06","R06","false_form","A brief interview scene is about to begin. You are one of the people taking part and must answer from that person's perspective.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","validated_pilot_v1"
"D_T09_001","T09","Botany","train","train","development","normal","factual","F01","N01","true_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Does photosynthesis use light energy?","Answer only Yes or No.","Yes","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_002","T09","Botany","train","train","development","normal","nonfactual","F01","N01","true_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Does photosynthesis use light energy?","Answer only Yes or No.","No","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_003","T09","Botany","train","train","development","roleplay","factual","F01","R01","true_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Does photosynthesis use light energy?","Answer only Yes or No.","Yes","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_004","T09","Botany","train","train","development","roleplay","nonfactual","F01","R01","true_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Does photosynthesis use light energy?","Answer only Yes or No.","No","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_005","T09","Botany","train","train","development","normal","factual","F02","N02","true_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Does photosynthesis use light energy?","Answer only Yes or No.","Yes","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_006","T09","Botany","train","train","development","normal","nonfactual","F02","N02","true_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Does photosynthesis use light energy?","Answer only Yes or No.","No","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_007","T09","Botany","train","train","development","roleplay","factual","F02","R02","true_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Does photosynthesis use light energy?","Answer only Yes or No.","Yes","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_008","T09","Botany","train","train","development","roleplay","nonfactual","F02","R02","true_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Does photosynthesis use light energy?","Answer only Yes or No.","No","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_009","T09","Botany","train","train","development","normal","factual","F03","N03","true_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Does photosynthesis use light energy?","Answer only Yes or No.","Yes","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_010","T09","Botany","train","train","development","normal","nonfactual","F03","N03","true_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Does photosynthesis use light energy?","Answer only Yes or No.","No","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_011","T09","Botany","train","train","development","roleplay","factual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Does photosynthesis use light energy?","Answer only Yes or No.","Yes","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_012","T09","Botany","train","train","development","roleplay","nonfactual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Does photosynthesis use light energy?","Answer only Yes or No.","No","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_013","T09","Botany","train","train","development","normal","factual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Does photosynthesis use light energy?","Answer only Yes or No.","Yes","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_014","T09","Botany","train","train","development","normal","nonfactual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Does photosynthesis use light energy?","Answer only Yes or No.","No","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_015","T09","Botany","train","train","development","roleplay","factual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Does photosynthesis use light energy?","Answer only Yes or No.","Yes","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_016","T09","Botany","train","train","development","roleplay","nonfactual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Does photosynthesis use light energy?","Answer only Yes or No.","No","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_017","T09","Botany","train","train","development","normal","factual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Does photosynthesis use light energy?","Answer only Yes or No.","Yes","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_018","T09","Botany","train","train","development","normal","nonfactual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Does photosynthesis use light energy?","Answer only Yes or No.","No","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_019","T09","Botany","train","train","development","roleplay","factual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Does photosynthesis use light energy?","Answer only Yes or No.","Yes","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_020","T09","Botany","train","train","development","roleplay","nonfactual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Does photosynthesis use light energy?","Answer only Yes or No.","No","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_021","T09","Botany","train","train","heldout_wording","normal","factual","F06","N06","true_form","A short question-and-answer scene is taking place in a quiet room. You are an observer answering from your usual real-world perspective.","Does photosynthesis use light energy?","Answer only Yes or No.","Yes","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_022","T09","Botany","train","train","heldout_wording","normal","nonfactual","F06","N06","true_form","A short question-and-answer scene is taking place in a quiet room. You are an observer answering from your usual real-world perspective.","Does photosynthesis use light energy?","Answer only Yes or No.","No","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_023","T09","Botany","train","train","heldout_wording","roleplay","factual","F06","R06","true_form","A short question-and-answer scene is taking place in a quiet room. You are one of the people taking part and must answer from that person's perspective.","Does photosynthesis use light energy?","Answer only Yes or No.","Yes","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_024","T09","Botany","train","train","heldout_wording","roleplay","nonfactual","F06","R06","true_form","A short question-and-answer scene is taking place in a quiet room. You are one of the people taking part and must answer from that person's perspective.","Does photosynthesis use light energy?","Answer only Yes or No.","No","Yes","Photosynthesis uses light energy.","validated_pilot_v1"
"D_T09_025","T09","Botany","train","train","development","normal","nonfactual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Does photosynthesis use sound energy?","Answer only Yes or No.","Yes","No","Photosynthesis does not use sound energy as its energy source.","validated_pilot_v1"
"D_T09_026","T09","Botany","train","train","development","normal","factual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Does photosynthesis use sound energy?","Answer only Yes or No.","No","No","Photosynthesis does not use sound energy as its energy source.","validated_pilot_v1"
"D_T09_027","T09","Botany","train","train","development","roleplay","nonfactual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Does photosynthesis use sound energy?","Answer only Yes or No.","Yes","No","Photosynthesis does not use sound energy as its energy source.","validated_pilot_v1"
"D_T09_028","T09","Botany","train","train","development","roleplay","factual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Does photosynthesis use sound energy?","Answer only Yes or No.","No","No","Photosynthesis does not use sound energy as its energy source.","validated_pilot_v1"
"D_T09_029","T09","Botany","train","train","development","normal","nonfactual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Does photosynthesis use sound energy?","Answer only Yes or No.","Yes","No","Photosynthesis does not use sound energy as its energy source.","validated_pilot_v1"
"D_T09_030","T09","Botany","train","train","development","normal","factual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Does photosynthesis use sound energy?","Answer only Yes or No.","No","No","Photosynthesis does not use sound energy as its energy source.","validated_pilot_v1"
"D_T09_031","T09","Botany","train","train","development","roleplay","nonfactual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Does photosynthesis use sound energy?","Answer only Yes or No.","Yes","No","Photosynthesis does not use sound energy as its energy source.","validated_pilot_v1"
"D_T09_032","T09","Botany","train","train","development","roleplay","factual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Does photosynthesis use sound energy?","Answer only Yes or No.","No","No","Photosynthesis does not use sound energy as its energy source.","validated_pilot_v1"
"D_T09_033","T09","Botany","train","train","development","normal","nonfactual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Does photosynthesis use sound energy?","Answer only Yes or No.","Yes","No","Photosynthesis does not use sound energy as its energy source.","validated_pilot_v1"
"D_T09_034","T09","Botany","train","train","development","normal","factual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Does photosynthesis use sound energy?","Answer only Yes or No.","No","No","Photosynthesis does not use sound energy as its energy source.","validated_pilot_v1"
"D_T09_035","T09","Botany","train","train","development","roleplay","nonfactual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Does photosynthesis use sound energy?","Answer only Yes or No.","Yes","No","Photosynthesis does not use sound energy as its energy source.","validated_pilot_v1"
"D_T09_036","T09","Botany","train","train","development","roleplay","factual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Does photosynthesis use sound energy?","Answer only Yes or No.","No","No","Photosynthesis does not use sound energy as its energy source.","validated_pilot_v1"
"D_T09_037","T09","Botany","train","train","development","normal","nonfactual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Does photosynthesis use sound energy?","Answer only Yes or No.","Yes","No","Photosynthesis does not use sound energy as its energy source.","validated_pilot_v1"
"D_T09_038","T09","Botany","train","train","development","normal","factual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Does photosynthesis use sound energy?","Answer only Yes or No.","No","No","Photosynthesis does not use sound energy as its energy source.","validated_pilot_v1"
